路径ID,路径描述,间接效应均值,间接效应HDI下限,间接效应HDI上限,间接效应标准差,直接效应均值,直接效应HDI下限,直接效应HDI上限,直接效应标准差,总效应均值,总效应HDI下限,总效应HDI上限,总效应标准差,中介比例,中介比例百分比,主要影响类型,影响强度,间接效应方向,直接效应方向,中介类型,显著性概率,是否显著,正向效应概率,负向效应概率,结论
217,检验_血红蛋白 → 检验_胆碱酯酶 → 检验_前白蛋白,0.1727,0.1118,0.2349,0.0331,0.0471,-0.0508,0.1493,0.053,0.2199,0.1102,0.3179,0.0555,0.833,83.3,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为83.3%。
218,检验_碱性磷酸酶 → 检验_转肽酶 → 疾病_恶性肿瘤维持性化学治疗,0.1023,0.0436,0.163,0.0319,0.2153,0.0973,0.3286,0.0616,0.3176,0.2172,0.4218,0.0549,0.3314,33.1,直接影响,强,正向中介,正向直接效应,部分中介,0.9995,是,0.9995,0.0005,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为33.1%。
219,检验_碱性磷酸酶 → 检验_转肽酶 → 药物_骨化三醇胶丸,0.0006,-0.0565,0.0612,0.0314,-0.0466,-0.1599,0.0872,0.0668,-0.0461,-0.1565,0.0632,0.0589,0.0715,7.2,直接影响,强,正向中介,负向直接效应,弱中介,0.5135,否,0.5135,0.4865,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为7.2%。
220,检验_碱性磷酸酶 → 检验_转肽酶 → 疾病_非毒性单个甲状腺结节,0.1111,0.0488,0.177,0.0343,-0.1763,-0.3007,-0.0544,0.0654,-0.0652,-0.1707,0.0474,0.058,-1.6554,-165.5,直接影响,强,正向中介,负向直接效应,完全中介,0.9995,是,0.9995,0.0005,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为-165.5%。
221,检验_碱性磷酸酶 → 药物_盐酸吗啡注射液 → 药物_盐酸布桂嗪注射液,0.0439,0.0083,0.0791,0.0192,0.1843,0.0793,0.3,0.0592,0.2283,0.1236,0.3375,0.0575,0.1056,10.6,直接影响,强,正向中介,正向直接效应,弱中介,0.9935,是,0.9935,0.0065,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为弱中介，中介比例为10.6%。
222,检验_碱性磷酸酶 → 药物_盐酸羟考酮缓释片 → 药物_盐酸布桂嗪注射液,0.2117,0.1471,0.2804,0.0354,0.015,-0.0891,0.1319,0.0582,0.2268,0.1162,0.332,0.058,0.9966,99.7,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为99.7%。
223,检验_碱性磷酸酶 → 药物_盐酸羟考酮缓释片 → 药物_硝苯地平缓释片,0.1811,0.1181,0.2389,0.0324,0.0573,-0.0522,0.1604,0.0569,0.2384,0.1384,0.35,0.0557,0.8002,80.0,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为80.0%。
224,检验_碱性磷酸酶 → 检验_尿酸 → 疾病_高尿酸血症,0.0647,0.0273,0.103,0.021,-0.2012,-0.3081,-0.0918,0.0595,-0.1365,-0.2444,-0.0304,0.0589,-0.5983,-59.8,直接影响,强,正向中介,负向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为-59.8%。
225,检验_碱性磷酸酶 → 检验_尿酸 → 疾病_重度骨质疏松,0.0081,-0.0184,0.0371,0.0147,-0.0621,-0.1626,0.0618,0.0589,-0.054,-0.1558,0.0575,0.0569,-0.2178,-21.8,直接影响,强,正向中介,负向直接效应,部分中介,0.7035,否,0.7035,0.2965,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为-21.8%。
226,检验_碱性磷酸酶 → 检验_尿酸 → 检验_钾,0.0403,0.0102,0.0726,0.0169,-0.0119,-0.1194,0.1082,0.0603,0.0284,-0.0791,0.1366,0.0583,0.2668,26.7,间接影响（中介效应）,强,正向中介,负向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为26.7%。
227,检验_碱性磷酸酶 → 检验_尿酸 → 疾病_慢性胃炎,-0.0288,-0.0569,-0.0009,0.0152,0.0506,-0.0565,0.1694,0.0604,0.0218,-0.0795,0.1396,0.0599,-0.7761,-77.6,直接影响,强,负向中介,正向直接效应,部分中介,0.9855,是,0.0145,0.9855,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为-77.6%。
228,检验_碱性磷酸酶 → 检验_尿酸 → 药物_劳拉西泮片,0.0146,-0.0115,0.0444,0.0146,-0.0688,-0.1984,0.0419,0.0626,-0.0542,-0.164,0.0632,0.0603,-0.0373,-3.7,直接影响,强,正向中介,负向直接效应,弱中介,0.8705,否,0.8705,0.1295,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为-3.7%。
229,药物_肝素钠注射液 → 疾病_脑梗死 → 疾病_糖尿病性视网膜病变,0.0336,-0.0416,0.1005,0.0375,-0.0604,-0.1849,0.0691,0.0689,-0.0268,-0.1378,0.0766,0.0578,-2.8744,-287.4,直接影响,强,正向中介,负向直接效应,完全中介,0.825,否,0.825,0.175,该路径的中介效应不显著。 中介效应强度为完全中介，中介比例为-287.4%。
230,药物_肝素钠注射液 → 药物_氯化钠注射液 → 药物_葡萄糖注射液,0.1764,0.1165,0.2426,0.0333,0.3649,0.267,0.4751,0.0548,0.5412,0.4548,0.6296,0.0477,0.3278,32.8,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为32.8%。
231,检验_前白蛋白 → 检验_镁 → 检验_碳酸氢盐,0.0618,0.0244,0.1086,0.0225,0.1206,0.0078,0.2325,0.0605,0.1824,0.0767,0.2889,0.0574,0.3813,38.1,直接影响,强,正向中介,正向直接效应,部分中介,0.9995,是,0.9995,0.0005,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为38.1%。
232,检验_前白蛋白 → 检验_总胆红素 → 检验_直接胆红素,0.1879,0.1312,0.2504,0.0332,0.0922,-0.0135,0.1862,0.0523,0.2801,0.1728,0.3787,0.0546,0.6903,69.0,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为69.0%。
233,检验_前白蛋白 → 检验_总胆红素 → 检验_间接胆红素,0.2974,0.2055,0.3771,0.046,-0.0303,-0.0957,0.0442,0.0372,0.2671,0.1642,0.3658,0.0544,1.1373,113.7,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为113.7%。
234,检验_前白蛋白 → 检验_总胆红素 → 疾病_非毒性单个甲状腺结节,0.087,0.0409,0.1348,0.0253,-0.1275,-0.2352,-0.0188,0.0584,-0.0405,-0.1454,0.0612,0.0565,1.7909,179.1,直接影响,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为179.1%。
235,检验_红细胞平均体积 → 检验_平均血红蛋白含量 → 疾病_贫血,0.0672,0.0111,0.1308,0.032,0.0685,-0.0508,0.1929,0.0643,0.1357,0.0304,0.2445,0.0569,0.6236,62.4,直接影响,强,正向中介,正向直接效应,部分中介,0.983,是,0.983,0.017,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为62.4%。
236,检验_红细胞平均体积 → 检验_平均血红蛋白含量 → 疾病_类风湿性关节炎,0.0639,0.0053,0.1227,0.0311,-0.1254,-0.2425,0.0148,0.0674,-0.0615,-0.1801,0.0454,0.0599,-0.5518,-55.2,直接影响,强,正向中介,负向直接效应,部分中介,0.982,是,0.982,0.018,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为-55.2%。
237,疾病_反流性食管炎 → 药物_贞芪扶正 → 疾病_肺恶性肿瘤,0.0995,0.0546,0.1505,0.026,-0.0755,-0.1899,0.0387,0.0614,0.024,-0.0893,0.1334,0.059,3.577,357.7,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为357.7%。
238,疾病_反流性食管炎 → 药物_贞芪扶正 → 疾病_恶性肿瘤维持性化学治疗,0.0658,0.0242,0.1037,0.0215,0.26,0.1491,0.3646,0.0575,0.3257,0.2306,0.4355,0.0546,0.2074,20.7,直接影响,强,正向中介,正向直接效应,部分中介,0.9995,是,0.9995,0.0005,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为20.7%。
239,疾病_反流性食管炎 → 疾病_恶性肿瘤维持性化学治疗 → 检验_尿酸,0.0562,0.0176,0.0995,0.0217,0.0728,-0.0375,0.194,0.062,0.129,0.0329,0.2495,0.0584,0.5814,58.1,直接影响,强,正向中介,正向直接效应,部分中介,0.997,是,0.997,0.003,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为58.1%。
240,疾病_反流性食管炎 → 疾病_胆囊结石 → 疾病_脂肪肝,-0.0062,-0.0417,0.0306,0.0189,-0.0867,-0.1948,0.0209,0.0571,-0.0929,-0.2066,0.0206,0.0601,0.1321,13.2,直接影响,强,负向中介,负向直接效应,弱中介,0.6305,否,0.3695,0.6305,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为13.2%。
241,疾病_反流性食管炎 → 疾病_胆囊结石 → 检验_钙,0.0005,-0.0059,0.0089,0.0037,0.0836,-0.0251,0.1949,0.06,0.0841,-0.0259,0.1929,0.0602,-0.0522,-5.2,直接影响,强,正向中介,正向直接效应,弱中介,0.5295,否,0.5295,0.4705,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为-5.2%。
242,疾病_反流性食管炎 → 疾病_胆囊结石 → 药物_盐酸二甲双胍片,-0.0048,-0.0357,0.025,0.0165,-0.144,-0.2471,-0.0382,0.0559,-0.1488,-0.2534,-0.0385,0.0575,0.1879,18.8,直接影响,强,负向中介,负向直接效应,弱中介,0.6135,否,0.3865,0.6135,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为18.8%。
243,疾病_反流性食管炎 → 疾病_胆囊结石 → 药物_甲钴胺片,-0.0029,-0.0209,0.016,0.0099,0.0714,-0.042,0.1771,0.0588,0.0686,-0.048,0.1734,0.0597,-0.0345,-3.5,直接影响,强,负向中介,正向直接效应,弱中介,0.622,否,0.378,0.622,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为-3.5%。
244,疾病_反流性食管炎 → 疾病_贫血 → 药物_琥珀酸亚铁片,0.0591,0.0264,0.0996,0.02,-0.0977,-0.2147,0.0024,0.0572,-0.0387,-0.1482,0.0642,0.0573,-5.3294,-532.9,直接影响,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为-532.9%。
245,疾病_反流性食管炎 → 疾病_混合痔 → 药物_裸花紫珠分散片,-0.1264,-0.2013,-0.0604,0.0374,-0.0112,-0.0974,0.0704,0.0449,-0.1376,-0.2536,-0.0365,0.0573,1.0555,105.5,间接影响（中介效应）,强,负向中介,负向直接效应,完全中介,0.9995,是,0.0005,0.9995,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为105.5%。
246,疾病_反流性食管炎 → 疾病_混合痔 → 药物_头孢地尼分散片,-0.0709,-0.1146,-0.03,0.0228,-0.0008,-0.1035,0.1064,0.0562,-0.0718,-0.1788,0.0405,0.0586,-6.166,-616.6,间接影响（中介效应）,强,负向中介,负向直接效应,完全中介,0.9995,是,0.0005,0.9995,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为-616.6%。
247,疾病_反流性食管炎 → 疾病_混合痔 → 疾病_肛乳头肥大,-0.1103,-0.1706,-0.0461,0.0336,-0.0027,-0.0872,0.0941,0.0496,-0.113,-0.2176,-0.0093,0.0567,1.4249,142.5,间接影响（中介效应）,强,负向中介,负向直接效应,完全中介,1.0,是,0.0,1.0,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为142.5%。
248,疾病_反流性食管炎 → 疾病_糖尿病性周围神经病 → 疾病_糖尿病性周围血管病,-0.0309,-0.0801,0.0254,0.0284,-0.043,-0.1301,0.0564,0.0509,-0.0739,-0.1802,0.0355,0.058,0.5,50.0,直接影响,强,负向中介,负向直接效应,部分中介,0.8605,否,0.1395,0.8605,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为50.0%。
249,疾病_反流性食管炎 → 疾病_糖尿病性周围神经病 → 疾病_糖尿病性视网膜病变,-0.0232,-0.0601,0.0144,0.0207,-0.0721,-0.1801,0.0226,0.0541,-0.0953,-0.1956,0.0183,0.0581,0.0938,9.4,直接影响,强,负向中介,负向直接效应,弱中介,0.8735,否,0.1265,0.8735,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为9.4%。
250,疾病_反流性食管炎 → 疾病_糖尿病性周围神经病 → 疾病_高尿酸血症,-0.022,-0.0573,0.0112,0.0191,-0.1311,-0.2361,-0.0252,0.055,-0.1531,-0.2567,-0.0409,0.058,0.1732,17.3,直接影响,强,负向中介,负向直接效应,弱中介,0.8785,否,0.1215,0.8785,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为17.3%。
251,疾病_反流性食管炎 → 疾病_糖尿病性周围神经病 → 药物_甲钴胺片,-0.017,-0.0475,0.0105,0.0158,0.0869,-0.0171,0.1882,0.0558,0.0699,-0.0413,0.1766,0.058,-0.0191,-1.9,直接影响,强,负向中介,正向直接效应,弱中介,0.8675,否,0.1325,0.8675,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为-1.9%。
252,疾病_反流性食管炎 → 药物_琥珀酸亚铁片 → 药物_叶酸片,-0.0173,-0.0604,0.0283,0.0243,0.0356,-0.0656,0.1361,0.0541,0.0183,-0.0872,0.133,0.0595,-2.4628,-246.3,直接影响,强,负向中介,正向直接效应,完全中介,0.7575,否,0.2425,0.7575,该路径的中介效应不显著。 中介效应强度为完全中介，中介比例为-246.3%。
253,疾病_反流性食管炎 → 药物_琥珀酸亚铁片 → 疾病_糖尿病性周围血管病,-0.0107,-0.0412,0.0172,0.0158,-0.0642,-0.1787,0.0307,0.0567,-0.0749,-0.1897,0.027,0.0589,0.0712,7.1,直接影响,强,负向中介,负向直接效应,弱中介,0.7465,否,0.2535,0.7465,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为7.1%。
254,检验_淋巴细胞比率 → 检验_中性粒细胞比率 → 检验_中性粒细胞数量,0.2986,0.2074,0.396,0.0501,0.0769,-0.0502,0.2,0.0672,0.3755,0.282,0.4819,0.0524,0.8091,80.9,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为80.9%。
255,检验_淋巴细胞比率 → 检验_淋巴细胞数量 → 检验_直接胆红素,0.1009,0.0439,0.1569,0.0301,0.0967,-0.0233,0.2131,0.0631,0.1976,0.0898,0.3025,0.0567,0.5714,57.1,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为57.1%。
256,检验_淋巴细胞比率 → 检验_淋巴细胞数量 → 检验_碳酸氢盐,0.0178,-0.0389,0.0653,0.028,0.0822,-0.0409,0.2083,0.0652,0.1,-0.0065,0.2061,0.0581,0.0924,9.2,直接影响,强,正向中介,正向直接效应,弱中介,0.7415,否,0.7415,0.2585,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为9.2%。
257,检验_嗜酸性粒细胞比率 → 检验_嗜酸性粒细胞数量 → 疾病_心功能,0.0752,-0.0086,0.1451,0.0411,0.0944,-0.0381,0.2251,0.0706,0.1696,0.0589,0.27,0.0568,0.5314,53.1,直接影响,强,正向中介,正向直接效应,部分中介,0.9645,是,0.9645,0.0355,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为53.1%。
258,检验_嗜酸性粒细胞比率 → 药物_硝苯地平控释片 → 药物_厄贝沙坦片,-0.0281,-0.0652,0.0049,0.0187,0.1111,0.0067,0.2179,0.0571,0.083,-0.04,0.185,0.0597,-0.1247,-12.5,直接影响,强,负向中介,正向直接效应,弱中介,0.9515,是,0.0485,0.9515,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为弱中介，中介比例为-12.5%。
259,检验_嗜酸性粒细胞比率 → 药物_硝苯地平控释片 → 药物_厄贝沙坦氢氯噻嗪片,-0.0277,-0.0632,0.0038,0.0183,-0.0345,-0.1387,0.07,0.0564,-0.0622,-0.1669,0.0524,0.0587,0.658,65.8,直接影响,强,负向中介,负向直接效应,部分中介,0.9505,是,0.0495,0.9505,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为65.8%。
260,检验_嗜酸性粒细胞比率 → 疾病_医疗机构新收治患者及陪护人员 → 疾病_慢性胃炎,0.0075,-0.0213,0.0351,0.015,-0.1103,-0.2184,-0.0076,0.0559,-0.1028,-0.2088,0.0067,0.0576,0.4755,47.6,直接影响,强,正向中介,负向直接效应,部分中介,0.6915,否,0.6915,0.3085,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为47.6%。
261,药物_匹伐他汀钙片 → 疾病_脂肪肝 → 疾病_胆囊结石,0.0847,0.0447,0.1287,0.0229,0.2158,0.1137,0.3312,0.0583,0.3006,0.1976,0.4052,0.0562,0.2911,29.1,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为29.1%。
262,药物_匹伐他汀钙片 → 疾病_脂肪肝 → 检验_C反应蛋白,-0.0552,-0.0952,-0.0171,0.0213,-0.1041,-0.2186,0.0126,0.063,-0.1594,-0.2648,-0.0374,0.0599,0.3812,38.1,直接影响,强,负向中介,负向直接效应,部分中介,0.9955,是,0.0045,0.9955,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为38.1%。
